server_ts,client_ts,client_addr,visitor_id,session_id,location,referer,user_agent,type,visitor_params,session_params,event_params,br_width,br_height,sc_width,sc_height,br_lang,tz_off
2014-03-06T18:09:25.765,2014-03-06T18:09:29.445,137.50.202.0,31625c41e781285,4ac5a6b1b084272,http://dataiku.com/products/shaker/,http://dataiku.com/products/,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:27.0) Gecko/20100101 Firefox/27.0,page,null,null,,1920,952,1920,1080,en-US,0
2014-03-06T18:09:29.255,2014-03-06T18:09:32.929,137.50.202.0,31625c41e781285,4ac5a6b1b084272,http://dataiku.com/products/mining/,http://dataiku.com/products/shaker/,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:27.0) Gecko/20100101 Firefox/27.0,page,null,null,,1920,952,1920,1080,en-US,0
2014-03-06T18:09:30.684,2014-03-06T18:09:34.364,137.50.202.0,31625c41e781285,4ac5a6b1b084272,http://dataiku.com/products/sharing/,http://dataiku.com/products/mining/,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:27.0) Gecko/20100101 Firefox/27.0,page,null,null,,1920,952,1920,1080,en-US,0
2014-03-06T18:09:32.087,2014-03-06T18:09:35.766,137.50.202.0,31625c41e781285,4ac5a6b1b084272,http://dataiku.com/products/shaker/,http://dataiku.com/products/sharing/,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:27.0) Gecko/20100101 Firefox/27.0,page,null,null,,1920,952,1920,1080,en-US,0
2014-03-06T18:09:36.020,2014-03-06T18:09:39.684,137.50.202.0,31625c41e781285,4ac5a6b1b084272,http://dataiku.com/products/pricing/,http://dataiku.com/products/shaker/,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:27.0) Gecko/20100101 Firefox/27.0,page,null,null,,1920,952,1920,1080,en-US,0
2014-03-06T18:09:36.531,2014-03-06T18:09:40.213,137.50.202.0,31625c41e781285,4ac5a6b1b084272,http://dataiku.com/products/manage/,http://dataiku.com/products/pricing/,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:27.0) Gecko/20100101 Firefox/27.0,page,null,null,,1920,952,1920,1080,en-US,0
2014-03-06T18:09:37.168,2014-03-06T18:09:40.838,137.50.202.0,31625c41e781285,4ac5a6b1b084272,http://dataiku.com/products/sharing/,http://dataiku.com/products/manage/,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:27.0) Gecko/20100101 Firefox/27.0,page,null,null,,1920,952,1920,1080,en-US,0
2014-03-06T18:09:37.935,2014-03-06T18:09:41.616,137.50.202.0,31625c41e781285,4ac5a6b1b084272,http://dataiku.com/products/manage/,http://dataiku.com/products/sharing/,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:27.0) Gecko/20100101 Firefox/27.0,page,null,null,,1920,952,1920,1080,en-US,0
2014-03-06T18:10:16.193,2014-03-06T18:10:16.033,"10.40.244.7, 160.92.7.60",ab5d7f11c56b517,6d4b30f13a0fd27,http://www.dataiku.com/,,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36",page,null,null,,1920,1019,1920,1080,fr,-60
2014-03-06T10:05:32.173,2014-03-06T10:05:32.149,78.192.6.10,df92f8b13a78d54,de16b0816c50152,http://dataiku.com/,http://www.google.com/url?q=http%3A%2F%2Fdataiku.com%2F&sa=D&sntz=1&usg=AFQjCNGvZbdAsAUPBiZg0nqj6h02tqH3nw,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.117 Safari/537.36",page,null,null,,1280,702,1280,800,fr,-60
2014-03-06T10:06:28.510,2014-03-06T10:06:28.593,78.192.6.10,df92f8b13a78d54,de16b0816c50152,http://dataiku.com/applications/,http://dataiku.com/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.117 Safari/537.36",page,null,null,,1280,702,1280,800,fr,-60
2014-03-06T10:06:34.086,2014-03-06T10:06:34.194,78.192.6.10,df92f8b13a78d54,de16b0816c50152,http://dataiku.com/applications/,http://dataiku.com/applications/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.117 Safari/537.36",page,null,null,,1280,702,1280,800,fr,-60
